id,titre,contenu,categorie,sous_type_cancer,stade,ligne,mots_cles,protocole,dosage,effets_secondaires,scenario,reference
SUIVI-POUMON-001,Suivi post-traitement du CPNPC localisé résécable,"Après résection chirurgicale curative d'un CPNPC, le suivi vise à détecter précocement une récidive locale ou à distance, potentiellement accessible à un traitement. Modalités standard : examen clinique + TDM thoracique tous les 3-6 mois les 2 premières années, puis annuellement jusqu'à 5 ans. La TEP-TDM n'est pas recommandée en routine (coût + faux positifs). Si mutation EGFR : biopsie liquide trimestrielle recommandée pour surveillance MRD (en particulier sous Osimertinib adjuvant). Arrêt tabac systématiquement encouragé (réduction risque de récidive et 2ème cancer). Consultation pneumologique annuelle recommandée.",suivi,poumon,post_traitement,suivi,suivi CPNPC|TDM thoracique|biopsie liquide|EGFR|Osimertinib adjuvant|arrêt tabac|récidive|surveillance post-op,TDM thoracique q3-6 mois × 2 ans puis annuel × 5 ans,N/A — Surveillance post-thérapeutique,N/A,"Omar, 58 ans, CPNPC EGFR muté stade IIB réséqué + Osimertinib adjuvant. Suivi : TDM thoracique q6 mois + IRM cérébrale annuelle + biopsie liquide q3 mois. À 18 mois sous Osimertinib : biopsie liquide ctDNA positive EGFR T790M. TDM thoracique : micro-nodule 8 mm apparu en hilaire. TEP-TDM confirmant fixation. Décision RCP : prélèvement guidé + réévaluation chirurgicale.","Guide AMFROM 2024, Cancers Pulmonaires, Section IV.A.1, p.152"
SUIVI-PROSTATE-001,Suivi post-traitement du cancer de la prostate localisé,"Le suivi du cancer de la prostate après traitement curatif (chirurgie ou radiothérapie) repose principalement sur le dosage du PSA. Après prostatectomie radicale : le PSA doit devenir indétectable (< 0,1 ng/mL). Une élévation du PSA après chirurgie (> 0,2 ng/mL à 2 dosages consécutifs) définit la récidive biochimique → TEP-PSMA ou TEP-Choline + IRM prostatique. Après radiothérapie : le nadir PSA doit être le plus bas possible ; la définition de récidive biochimique est PSA nadir + 2 ng/mL (critères Phoenix). En cas de récidive locale isolée : radiothérapie de sauvetage (post-chirurgie) ou curie/HIFU (post-RT). Récidive métastatique : ADT.",suivi,prostate,post_traitement,suivi,suivi prostate|PSA|récidive biochimique|TEP-PSMA|Phoenix|nadir PSA|radiothérapie sauvetage|prostatectomie|ADT,PSA q3-6 mois × 2 ans puis q6-12 mois × 5 ans | Récidive bio → TEP-PSMA,N/A — Surveillance post-thérapeutique,N/A,"Abderrahim, 64 ans, cancer prostate Gleason 7 traité par prostatectomie radicale. PSA post-op < 0,01 ng/mL (indétectable). À 24 mois : PSA 0,35 ng/mL (récidive biochimique, 2 dosages confirmés). TEP-PSMA : foyer unique ganglionnaire ilioaque gauche. IRM pelvienne : pas de récidive locale. Décision : radiothérapie sauvetage ganglionnaire + ADT 24 mois.","Guide AMFROM 2024, Cancers Urologiques, Section VII.D, p.237"
SUIVI-MELANOME-001,Suivi post-traitement du mélanome localisé résécable,"Le suivi du mélanome primitif réséqué vise à détecter une récidive locale, un transit, une atteinte ganglionnaire ou des métastases à distance. Stades I-II : examen clinique (inspection cutanée complète + palpation ganglionnaire) tous les 3-6 mois les 3 premières années, puis annuellement. Stades III (atteinte ganglionnaire) : TDM corps entier tous les 6 mois × 3 ans + IRM cérébrale annuelle. Le taux de LDH est un marqueur pronostique important en cas de rechute. L'auto-examen cutané mensuel et la photoprotection solaire sont enseignés au patient. Les proches du 1er degré doivent bénéficier d'une consultation dermato préventive.",suivi,melanome,post_traitement,suivi,suivi mélanome|examen cutané|TDM|LDH|IRM cérébrale|stade III|auto-examen|photoprotection|prédisposition familiale,St I-II : examen clinique q6 mois | St III : TDM q6 mois × 3 ans + IRM cérébrale annuelle,N/A — Surveillance post-thérapeutique,N/A,"Imad, 40 ans, mélanome primitif dos pT3b, ganglion sentinelle positif (stade IIIB). Curage ganglionnaire + Nivolumab adjuvant 1 an. Suivi stade III : TDM thoraco-abdomino-pelvien q6 mois × 3 ans + IRM cérébrale q6 mois. Examen dermato trimestriel. À 18 mois post-chirurgie : TDM stable, LDH normal. Bonne tolérance Nivolumab.","Guide AMFROM 2024, Cancers Cutanés, Section VIII.A, p.255"
PEAU-CBC-001,Carcinome basocellulaire localement avancé — Vismodégib/Sonidégib,"Le carcinome basocellulaire (CBC) est le cancer cutané le plus fréquent. La chirurgie est curative dans la plupart des cas. Pour les formes localement avancées ou métastatiques non accessibles à la chirurgie ou à la radiothérapie : les inhibiteurs de la voie Hedgehog (Vismodégib, Sonidégib) sont indiqués. La voie SMO/Hedgehog est activée dans 90 % des CBC. Le Vismodégib (étude STEVIE) a montré un taux de réponse de 48 % dans les CBC localement avancés. La Sonidégib (BOLT) offre une meilleure sélectivité CNS3 (SMO inhibition). Les effets secondaires : crampes musculaires, alopécie, perte de poids et altération du goût sont très fréquents et altèrent la qualité de vie.",traitement,cancer_peau,localement_avancé,1ère ligne non chirurgicale,carcinome basocellulaire|CBC|Vismodégib|Sonidégib|Hedgehog|SMO|STEVIE|BOLT|alopécie|crampes,Vismodégib 150 mg/j OU Sonidégib 200 mg/j (CBC localement avancé non résécable),Vismodégib 150 mg/j PO en continu. Sonidégib 200 mg/j PO avec nourriture en continu. Pause thérapeutique possible si effets secondaires intolérables (crampes grade 3 — magnésium + pause 2-4 semaines). Grossesse : tératogène — contraception obligatoire (femmes et hommes).,"Crampes musculaires (Mg 600 mg/j), alopécie (diffuse, réversible à l'arrêt), ageusie, asthénie, aménorrhée, perte de poids, tératogénicité ABSOLUE","Hamid, 80 ans, CBC du nez 6 cm récidivant après 3 chirurgies et RT, non résécable (envahissement base du crâne). OMS 1. Vismodégib 150 mg/j. Réponse partielle à 4 mois. Crampes grade 2 → Magnésium 600 mg/j. Alopécie totale à 2 mois. Patient informé : arrêt possible si non supporté (crampes grade 3 → pause 3 semaines).","Guide AMFROM 2024, Cancers Cutanés, Section VIII.B, p.256-257"
PEAU-CSE-001,Carcinome épidermoïde cutané avancé — Cemiplimab,"Le carcinome épidermoïde cutané (CEC) est le 2ème cancer cutané en fréquence. La chirurgie reste le traitement curatif standard. Pour les formes localement avancées ou métastatiques non accessibles à la chirurgie ou à la radiothérapie : le Cemiplimab (anti-PD-1) est le traitement de référence. L'étude EMPOWER-CSCC-1 a montré un taux de réponse objective de 47 % en monothérapie et une PFS médiane de 18,4 mois. Le Pembrolizumab peut également être utilisé en l'absence de Cemiplimab. La radiothérapie palliative est une option pour les formes localement avancées non accessibles à la chirurgie.",traitement,cancer_peau,localement_avancé,1ère ligne non chirurgicale,carcinome épidermoïde cutané|CEC|Cemiplimab|anti-PD-1|EMPOWER|Pembrolizumab|immunothérapie|peau|non résécable,Cemiplimab 350 mg IV q21j OU Pembrolizumab 200 mg q21j (CEC avancé non résécable),Cemiplimab 350 mg IV q21j jusqu'à progression ou toxicité intolérable (max 2 ans). Pembrolizumab 200 mg q21j (alternative si Cemiplimab non disponible). Radiothérapie palliative : 30-39 Gy en 10-13 fractions (option symptomatique).,"Toxicités immuno-médiées (pneumopathie, colite, thyroïdite), fatigue, rash cutané (auto-immun paradoxal)","Abdessamad, 75 ans, CEC de la joue droite T4 (envahissement massétérin), jugé non résécable après 2 avis chirurgicaux concordants. PDL1 CPS = 60. Cemiplimab 350 mg q21j. Réponse partielle à 4 mois (réduction 55 %). Thyroïdite grade 2 à 5 mois → Lévothyroxine 50 µg/j. Poursuite Cemiplimab.","Guide AMFROM 2024, Cancers Cutanés, Section VIII.B, p.257"
OESO-META-001,Cancer de l'œsophage métastatique — Nivolumab + chimiothérapie,"En situation métastatique, le cancer de l'œsophage (épidermoïde ou adénocarcinome) bénéficie de nouvelles stratégies combinant chimiothérapie et immunothérapie. L'étude CheckMate 648 (Nivolumab + CT vs CT seule) pour les carcinomes épidermoïdes de l'œsophage a montré un bénéfice en SG chez les patients PD-L1+ (TPS ≥ 1 %). L'étude KEYNOTE-811 (Pembrolizumab + CT ± Trastuzumab si HER2+) pour les adénocarcinomes. En l'absence d'accès à l'immunothérapie : la chimiothérapie Cisplatine + 5-FU reste le standard de 1ère ligne. En 2ème ligne : Paclitaxel hebdomadaire ou Irinotécan.",traitement,oesophage,métastatique,1ère-2ème ligne,œsophage métastatique|Nivolumab|CheckMate 648|Pembrolizumab|KEYNOTE-811|HER2|Cisplatine|5-FU|2ème ligne|Paclitaxel,1L : Nivolumab + Cisplatine/5-FU (CPS ≥ 1) | 2L : Paclitaxel ou Irinotécan,"1L épidermoïde CPS ≥ 1 : Nivolumab 360 mg q21j + Cisplatine 75 mg/m² J1 + 5-FU 750 mg/m²/j J1-J5 q21j × 6 cycles puis Nivolumab maintenance. 1L sans immunothérapie : Cisplatine 75 mg/m² + 5-FU 750 mg/m²/j × 5j q21j. 2L : Paclitaxel 80 mg/m² J1,J8,J15 q28j OU Irinotécan 125 mg/m² J1,J8 q21j. Si adénocarcinome HER2+ : + Pembrolizumab 200 mg + Trastuzumab 8 mg/kg C1 puis 6 mg/kg.","Stomatite (5-FU), néphrotoxicité (Cisplatine), neutropénie, immunotoxicité (Nivolumab)","Samir, 62 ans, carcinome épidermoïde de l'œsophage thoracique T4bN2M1 (métastases hépatiques). PDL1 TPS = 35 %. OMS 1. 1ère ligne : Nivolumab + Cisplatine + 5-FU × 6 cycles. Réponse partielle à 3 mois. Maintenance Nivolumab 480 mg q4 semaines. Suivi TDM q3 mois.","Guide AMFROM 2024, Cancers Digestifs, Section III.C, p.116-117"
SCENARIO-POLYPATHOLOGIE-001,Cas complexe : Cancer et insuffisance rénale chronique — Adaptation des doses,"L'insuffisance rénale chronique (IRC) est fréquente chez les patients cancéreux (30-40 %). Elle impose une adaptation des doses de nombreux médicaments anticancéreux. Agents néphrotoxiques à limiter ou éviter si DFG < 30-50 ml/min : Cisplatine (CI si DFG < 60 ml/min — utiliser Carboplatine AUC adapté), Méthotrexate (accumulation — CI si DFG < 30), Capécitabine (accumulation métabolite — réduire dose si DFG 30-50), Bléomycine (accumulation), AOD (Rivaroxaban, Apixaban). La formule de Calvert permet de calculer la dose de Carboplatine : Dose (mg) = AUC × (DFG + 25).",traitement,général,général,adaptation_posologique,insuffisance rénale|DFG|Carboplatine|Calvert|Cisplatine|adaptation dose|néphrotoxicité|AUC|clairance créatinine,Adaptation posologique selon DFG — Carboplatine = AUC × (DFG + 25),Formule Calvert : Carboplatine (mg) = AUC cible × (DFG CKD-EPI en ml/min + 25). DFG calculé idéalement par clairance urinaire ou CKD-EPI. Réduction Capécitabine : DFG 30-50 → 75 % de la dose standard. CI Cisplatine si DFG < 60 ml/min → substitution Carboplatine. CI Méthotrexate si DFG < 30 ml/min. G-CSF à doser plus prudemment si IRC sévère (accumulation possible).,"Aggravation de l'insuffisance rénale, hyperkaliémie, anémie (erythropoïétine déficit), thrombopénie","Fatima, 70 ans, adénocarcinome gastrique HER2+ stade IV. DFG estimé = 38 ml/min (IRC stade 3b). Cisplatine contre-indiqué → substitution Carboplatine. Dose Carboplatine calculée : AUC5 × (38+25) = 5 × 63 = 315 mg. Association Carboplatine 315 mg + Capécitabine 750 mg/m² × 2/j (75 % dose) + Trastuzumab.","Guide AMFROM 2024, Cancers Digestifs + Soins Support, p.108"
SCENARIO-SUJET-AGE-001,Cas complexe : Cancer du sujet âgé — Évaluation gériatrique oncologique (EGO),"Le cancer du sujet âgé (≥ 70 ans) nécessite une évaluation gériatrique oncologique (EGO) avant tout traitement pour adapter la prise en charge. L'EGO comprend : statut fonctionnel (ADL, IADL), évaluation cognitive (MMSE), état nutritionnel (MNA), comorbidités (score de Charlson), statut social et soutien. Résultats de l'EGO et implications : Fit (pas de vulnérabilité) → traitement standard. Vulnerable (vulnérabilités réversibles) → traitement adapté + correction des déficits. Frail (fragilité sévère) → traitement attenuated ou soins de confort. Le G8 (questionnaire 8 items) est l'outil de dépistage recommandé (< 14/17 = dépistage + EGO).",diagnostic,général,général,évaluation_gériatrique,sujet âgé|EGO|G8|ADL|IADL|MMSE|Charlson|fragilité|Fit|Vulnerable|Frail|adaptation traitement|comorbidités,"G8 dépistage → si G8 < 14 : EGO complète (ADL, IADL, MMSE, MNA, Charlson) → stratification Fit/Vulnerable/Frail",N/A — Évaluation gériatrique,N/A,"Mohammed, 78 ans, cancer du poumon stade IIIA. G8 = 11/17 (< 14 → EGO indiquée). EGO : ADL = 5/6, IADL = 5/8 (légère dépendance IADL), MMSE 24/30 (légère atteinte), MNA = 19/30 (dénutrition modérée), Charlson 4 (diabète + HTA + IC modérée). Profil : Vulnerable. Plan : chimio modifiée (Carboplatine + Pémétrexed doses réduites 75 %), correction dénutrition (CNO), soutien social renforcé. Réévaluation G8 à 2 cycles.","Guide AMFROM 2024, Soins de Support, Section X.L, p.305"
SCENARIO-URGENCE-ONCOL-001,Urgences oncologiques — Compression médullaire et syndrome cave supérieur,"Les urgences oncologiques nécessitent une reconnaissance et une prise en charge rapide. Compression médullaire (CM) : urgence diagnostique (IRM médullaire en urgence) et thérapeutique. Signes : douleur rachidienne nouvelle ou aggravée, déficit moteur/sensitif, troubles sphinctériens. Traitement CM : Dexaméthasone 16-20 mg IV en urgence + RT décompressive + chirurgie si compression mécanique accessible. Syndrome cave supérieur (SCS) : dyspnée, œdème cervico-facial, circulation collatérale. Causes : lymphomes, CPNPC. Traitement SCS : chimiothérapie urgente si lymphome, RT urgente si carcinome, Dexaméthasone 8 mg × 4/j + Diurétiques.",soins_support,général,général,urgence_oncologique,compression médullaire|SCS|syndrome cave supérieur|urgence|Dexaméthasone|IRM médullaire|RT décompressive|lymphome|CPNPC|dyspnée,CM : IRM urgente + Dexaméthasone 16-20 mg IV + RT décompressive | SCS : Dexaméthasone + RT/Chimio urgente,Compression médullaire : Dexaméthasone 16 mg IV bolus initial puis 4 mg IV × 4/j + IPP. RT décompressive dès que possible. SCS : Dexaméthasone 8 mg × 4/j IV + Furosémide 40 mg/j + surélévation tête du lit. Si lymphome : chimiothérapie débuté dans les 24h (R-CHOP ou R-CVP selon état). Si carcinome : RT 3-5 Gy/j × 5-10 fractions (urgente — dès que possible).,"Dexaméthasone : hyperglycémie (surveillance glycémie toutes les 6h), insomnie, IPP obligatoire","Rachid, 58 ans, CPNPC stade IV connu. Consultation urgence : dyspnée positionnelle aggravée en décubitus, œdème facial et veineux collatéraux cou/thorax. TDM thoracique urgence : adénopathie médiastinale comprimant VCS, thrombose VCS partielle. Traitement : Dexaméthasone 8 mg × 4/j IV + Furosémide 40 mg/j + Anticoagulation curative (Rivaroxaban). RT médiastinale urgente démarrée J2.","Guide AMFROM 2024, Soins de Support, Section X.M, p.305-308"
SCENARIO-IMMUNOTOX-001,Cas complexe : Gestion des toxicités immuno-médiées sévères (grade 3-4),"Les toxicités immuno-médiées (irAE) sous immunothérapie peuvent toucher tous les organes et nécessitent une reconnaissance rapide. Organes les plus touchés : peau (rash, vitiligo), tube digestif (colite), foie (hépatite), poumons (pneumopathie), glandes endocrines (thyroïde, hypophyse, surrénales). Règles générales de prise en charge : Grade 1 : surveillance, pas d'arrêt. Grade 2 : pause immunothérapie + corticoïdes si persistance > 1 semaine. Grade 3 : arrêt immunothérapie + corticoïdes (1 mg/kg/j Prednisone ou équivalent). Grade 4 : arrêt définitif + hospitalisation + Méthylprednisolone IV haute dose + immunosuppresseur de 2ème ligne si réfractaire (Infliximab pour colite, Mycophénolate pour hépatite).",effets_secondaires,général,général,gestion_immunotoxicité,irAE|immunotoxicité|colite|hépatite|pneumopathie|thyroïdite|Prednisone|Infliximab|Mycophénolate|grade 3-4|arrêt immunothérapie|corticoïdes,"Grade 2 : pause + Prednisone 0,5-1 mg/kg | Grade 3-4 : arrêt + Méthylprednisolone IV + immunosuppresseur 2ème ligne","Grade 2 (persistant) : Prednisone 0,5-1 mg/kg/j PO, décroissance sur 4-6 semaines. Grade 3 colite : arrêt ICI + Méthylprednisolone 1-2 mg/kg/j IV × 3-5 jours → si réfractaire à J3 : Infliximab 5 mg/kg IV dose unique ± 2ème dose J14. Grade 3-4 hépatite : arrêt ICI + Méthylprednisolone 1-2 mg/kg/j → si réfractaire J3 : Mycophénolate Mofétil 1 g × 2/j. Grade 3-4 pneumopathie : arrêt ICI + Méthylprednisolone 2 mg/kg/j IV → si réfractaire : Infliximab OU Cyclophosphamide. Reprise ICI uniquement si grade 1, après 4-6 semaines de décroissance, et concertation.",Les immunosuppresseurs de 2ème ligne exposent aux infections opportunistes (Cotrimoxazole prophylactique + Valganciclovir si CMV dans contexte hépatique),"Sara, 45 ans, TNBC sous Pembrolizumab adjuvant. J89 : diarrhée profuse > 7 selles/j, rectorragies → grade 3 colite. Coloscopie urgente : ulcérations multiples. Arrêt définitif Pembrolizumab. Méthylprednisolone 1 mg/kg/j IV. Pas d'amélioration à J3 → Infliximab 5 mg/kg IV. Amélioration à J5. Relais Prednisone 1 mg/kg/j PO décroissant sur 8 semaines. Cotrimoxazole forte prophylactique démarré.","Guide AMFROM 2024, Soins de Support, Section X.F, p.279"
